iter	RMSE
167	2069.434355
168	2067.455443
169	2055.681867
170	2046.30469
171	2041.001669
172	2033.654101
173	2028.887162
174	2024.642972
175	2019.352783
176	2015.368308
177	2013.444632
178	2009.577677
179	2002.433458
180	1996.780319
181	1990.675262
182	1989.686203
183	1988.303553
184	1983.969032
185	1975.850478
186	1970.527096
187	1964.812134
188	1963.056104
189	1960.309911
190	1955.349318
191	1953.885759
192	1946.378119
193	1940.44347
194	1935.49384
195	1930.550702
196	1925.230162
197	1920.292826
198	1918.192453
199	1912.074894
200	1908.470963
201	1901.184547
202	1894.390749
203	1892.339267
204	1889.640903
205	1888.168579
206	1886.133888
207	1879.474339
208	1872.755257
209	1869.476623
210	1867.516488
211	1863.027229
212	1855.631545
213	1854.02732
214	1851.955894
215	1846.807111
216	1844.406959
217	1840.484119
218	1835.913829
219	1835.246297
220	1831.476098
221	1827.840941
222	1827.209926
223	1825.319672
224	1824.050296
225	1820.134037
226	1815.001752
227	1813.235432
228	1808.494576
229	1805.616218
230	1799.054469
231	1797.616769
232	1793.514294
233	1790.011924
234	1786.230147
235	1782.79916
236	1776.0619
237	1773.946783
238	1772.126021
239	1768.608911
240	1766.540593
241	1762.224021
242	1760.782954
243	1757.67467
244	1754.63282
245	1753.073784
246	1750.110814
247	1747.211114
248	1744.370053
249	1743.190751
250	1740.416674
251	1738.832036
252	1738.136574
253	1737.452363
254	1732.005845
255	1728.198403
256	1726.802216
257	1724.173027
258	1722.913626
259	1721.57468
260	1720.334847
261	1716.342787
262	1712.28225
263	1710.962099
264	1708.475831
265	1707.3056
266	1699.992585
267	1698.068838
268	1695.679245
269	1693.341515
270	1691.051668
271	1689.1966
272	1686.966586
273	1684.779207
274	1682.636521
275	1680.84707
276	1678.762615
277	1674.991055
278	1672.943584
279	1665.143637
280	1658.202775
281	1656.712809
282	1655.631653
283	1653.9057
284	1652.206419
285	1648.347974
286	1645.118387
287	1643.443199
288	1640.263698
289	1639.506504
290	1637.858647
291	1631.011431
292	1630.096432
293	1625.785049
294	1623.885944
295	1620.593549
296	1618.734151
297	1615.068626
298	1612.00263
299	1608.416972
300	1606.807769
301	1605.223073
302	1602.014354
303	1600.451397
304	1598.912145
305	1595.927173
306	1589.341597
307	1587.819709
308	1584.276685
309	1582.773062
310	1581.292141
311	1579.833568
312	1576.919257
313	1572.895788
314	1569.512306
315	1565.92059
316	1560.771886
317	1557.10989
318	1555.654442
319	1550.186316
320	1548.747625
321	1543.913512
322	1540.788786
323	1537.860167
324	1533.685318
325	1531.778954
326	1526.670567
327	1525.253959
328	1518.83274
329	1515.7869
330	1510.239826
331	1508.8294
332	1508.080158
333	1504.134857
334	1500.942891
335	1496.981655
336	1492.574124
337	1489.489038
338	1485.108556
339	1480.953909
340	1478.130384
341	1474.547884
342	1471.930189
343	1470.515086
344	1466.659109
345	1464.610401
346	1458.228752
347	1456.232653
348	1454.284783
349	1451.609599
350	1449.073074
351	1443.409435
352	1442.061659
353	1439.53064
354	1437.070134
355	1433.719308
356	1431.829563
357	1430.171401
358	1426.588167
359	1424.202235
360	1421.862912
361	1418.608205
362	1416.876115
363	1413.480798
364	1410.454082
365	1407.097013
366	1405.455618
367	1403.944899
368	1397.850639
369	1394.762376
370	1392.696606
371	1390.889857
372	1389.126201
373	1388.046735
374	1385.111709
375	1383.395927
376	1380.875605
377	1379.377317
378	1377.028599
379	1374.959155
380	1373.320665
381	1366.954951
382	1365.385117
383	1362.453386
384	1359.680287
385	1356.984832
386	1355.780941
387	1354.355865
388	1353.168114
389	1351.623508
390	1349.91972
391	1346.458112
392	1340.335726
393	1338.310487
394	1334.256304
395	1332.587892
396	1330.02837
397	1327.131783
398	1324.843397
399	1321.517212
400	1319.882219
401	1314.141035
402	1312.315859
403	1310.420711
404	1308.162376
405	1305.044718
406	1301.529746
407	1299.29765
408	1296.232371
409	1290.75908
410	1288.841992
411	1287.25196
412	1285.695723
413	1282.679055
414	1279.799359
415	1274.835469
416	1271.422142
417	1269.62508
418	1264.998673
419	1261.457305
420	1255.833958
421	1250.692084
422	1248.961028
423	1247.454007
424	1245.979078
425	1244.146023
426	1241.70263
427	1241.236972
428	1240.319704
429	1239.422709
430	1238.545515
431	1236.750803
432	1234.315112
433	1232.165512
434	1231.302901
435	1226.842729
436	1223.157803
437	1222.311629
438	1217.746431
439	1215.026845
440	1210.730011
441	1208.063617
442	1206.266643
443	1205.692969
444	1204.869755
445	1202.547949
446	1197.167866
447	1195.489075
448	1194.68021
449	1190.445984
450	1186.285566
451	1185.48812
452	1184.708082
453	1182.834288
454	1180.780632
455	1176.70632
456	1173.591873
457	1168.53086
458	1167.778866
459	1167.043251
460	1164.273843
461	1162.266231
462	1157.739349
463	1157.3584
464	1155.414663
465	1152.849246
466	1152.407643
467	1150.486667
468	1149.96655
469	1146.088347
470	1142.272486
471	1141.550289
472	1137.771073
473	1136.082495
474	1133.173463
475	1132.770453
476	1130.164933
477	1126.073382
478	1123.473982
479	1122.98723
480	1122.287565
481	1120.16796
482	1116.124805
483	1113.84619
484	1111.570104
485	1109.227299
486	1105.275016
487	1103.436592
488	1101.635082
489	1099.848714
490	1098.322636
491	1095.528538
492	1094.043489
493	1093.354607
494	1089.508971
495	1087.7673
496	1086.041151
497	1083.029236
498	1080.487348
499	1078.544037
500	1076.221649
501	1071.331557
502	1069.643702
503	1069.189735
504	1065.472428
505	1064.802161
506	1060.778398
507	1059.162461
508	1057.517696
509	1054.24815
510	1052.647627
511	1049.114067
512	1046.802626
513	1043.321105
514	1040.932676
515	1037.794409
516	1035.835952
517	1035.505923
518	1035.054222
519	1031.953119
520	1031.518626
521	1031.19874
522	1029.368548
523	1026.088389
524	1024.521122
525	1023.115981
526	1021.339535
527	1018.046816
528	1015.770548
529	1014.477406
530	1012.54289
531	1010.575205
532	1010.254957
533	1008.704965
534	1007.231014
535	1004.299999
536	1002.430785
537	998.9056682
538	998.2938671
539	995.150404
540	992.5499103
541	992.1327571
542	989.0375408
543	988.6168808
544	985.7777742
545	984.4781868
546	981.882995
547	978.8724909
548	976.3169738
549	975.6860349
550	975.2780957
551	971.6484756
552	969.9521472
553	967.0352301
554	964.3053791
555	961.465013
556	959.563513
557	956.711204
558	952.9000336
559	950.4182216
560	947.0589237
561	945.6746092
562	944.4034254
563	944.07337
564	943.8281314
565	940.657842
566	940.266929
567	939.0270755
568	937.4934536
569	936.3188246
570	935.4965733
571	932.7487409
572	930.0471957
573	928.1318281
574	925.4224969
575	923.3968491
576	921.1168102
577	919.1043445
578	917.9237352
579	916.1646889
580	913.8782777
581	910.9180676
582	908.292886
583	907.1623559
584	906.7880199
585	904.2024363
586	901.997065
587	899.5100891
588	898.4705756
589	896.7225359
590	896.3822913
591	895.3032517
592	892.8708135
593	891.5804617
594	890.5136964
595	889.7803341
596	888.9659003
597	886.68375
598	884.9945223
599	883.9324137
600	882.1726821
601	880.6005757
602	879.6682075
603	878.3232916
604	877.2186032
605	874.7453088
606	872.7263356
607	871.6512687
608	869.4046855
609	867.0904598
610	865.3849901
611	863.0070803
612	862.1054107
613	859.9055814
614	858.8662302
615	858.0976445
616	856.9478835
617	855.0227391
618	853.1785421
619	852.7952052
620	850.9795237
621	849.9865652
622	849.4390867
623	848.2567347
624	846.4604457
625	844.2661487
626	842.3739264
627	842.0214879
628	840.8558551
629	839.9153654
630	838.448665
631	836.2638405
632	834.4060557
633	833.240666
634	831.2751517
635	830.3150965
636	829.3284234
637	828.1703779
638	826.057216
639	825.7465591
640	825.4950641
641	824.3750552
642	823.4832593
643	822.3474167
644	821.518413
645	820.6173401
646	819.077083
647	817.1838223
648	816.0652457
649	813.607668
650	812.7211015
651	811.3786605
652	810.4238981
653	808.7012247
654	807.0087038
655	806.3255726
656	804.8707512
657	804.5693204
658	803.6972902
659	803.322363
660	801.7863977
661	800.2614633
662	799.9625716
663	799.1063099
664	797.4687502
665	796.247072
666	794.3633669
667	792.6808369
668	791.2770273
669	790.9803334
670	790.7925924
671	789.4157556
672	788.0661459
673	786.8842745
674	784.4680428
675	784.1792573
676	783.3003871
677	781.6838824
678	781.4042533
679	779.4547699
680	778.6423767
681	777.8391163
682	776.162027
683	775.3032574
684	774.212901
685	772.3105284
686	770.775212
687	769.4968745
688	768.3263855
689	766.7628159
690	766.488456
691	766.0011655
692	764.7435451
693	763.8290414
694	762.4253148
695	762.0710366
696	761.2299234
697	759.6702022
698	758.4349855
699	757.3078672
700	756.4906454
701	756.2306071
702	756.0815253
703	754.4407582
704	752.5917086
705	752.0739426
706	750.6722647
707	749.2478287
708	747.8972737
709	746.1737535
710	744.6620543
711	743.1126286
712	741.6391573
713	740.688487
714	738.449106
715	737.2419129
716	736.147926
717	735.6717226
718	734.5800608
719	733.754771
720	732.9410942
721	732.0644417
722	731.1232503
723	730.6639451
724	729.6003409
725	728.5535648
726	727.0719645
727	726.0435696
728	725.0314193
729	724.7920751
730	722.7385076
731	721.4554171
732	720.7085627
733	719.8543205
734	718.4235129
735	717.439248
736	716.720445
737	716.0131897
738	714.4198577
739	713.4542429
740	712.489338
741	710.7437604
742	709.5946261
743	708.9036162
744	707.8138879
745	707.0130567
746	706.2619442
747	705.6431522
748	704.65757
749	703.2270935
750	701.4799176
751	700.9333328
752	699.8980432
753	699.2646614
754	698.5383061
755	697.1302085
756	696.1937996
757	695.2804947
758	694.4140228
759	693.5122186
760	692.4651028
761	690.4933635
762	689.8567759
763	689.2245956
764	688.3813889
765	687.0231057
766	685.9822326
767	684.5937025
768	683.2977945
769	681.9502662
770	680.9675571
771	679.7399665
772	678.3155367
773	678.0811144
774	677.7914145
775	676.6928892
776	675.9566645
777	674.5894167
778	672.9336816
779	671.9919069
780	671.2465659
781	670.2824765
782	669.6975404
783	668.7124008
784	667.5338113
785	666.4377008
786	664.942109
787	664.7142583
788	664.0650934
789	662.8054655
790	661.9078953
791	661.0821098
792	660.3114299
793	659.7806805
794	658.8910791
795	658.5093392
796	656.9737596
797	655.7013077
798	655.4805821
799	654.3770524
800	653.4502503
801	652.1411334
802	650.7131998
803	650.4215387
804	649.908698
805	649.0812126
806	648.166714
807	647.0991212
808	645.573834
809	644.3892612
810	643.878019
811	643.1539241
812	641.9930086
813	640.6331895
814	639.8673436
815	638.7813467
816	637.4700302
817	637.1918287
818	636.2725147
819	634.8496863
820	634.3366104
821	634.0759457
822	633.7252215
823	632.5165314
824	632.0202037
825	631.1837294
826	630.3447221
827	629.5524525
828	629.3404417
829	628.658527
830	627.7855156
831	627.2526076
832	626.7496476
833	625.9290909
834	624.8136413
835	623.7157298
836	623.4730917
837	622.335347
838	622.1026502
839	621.2754436
840	620.514537
841	619.7715106
842	619.4381813
843	618.9554757
844	618.481454
845	618.3599677
846	617.5154737
847	616.5645583
848	615.0419592
849	614.8376718
850	613.7429174
851	613.2760319
852	613.0737281
853	612.4463019
854	612.0783015
855	611.620202
856	611.3871512
857	610.4513977
858	609.6400355
859	608.7715306
860	607.8440482
861	607.4312228
862	606.4075818
863	605.7022383
864	604.8338427
865	604.0256246
866	603.3916742
867	602.5973133
868	601.8073994
869	600.9255472
870	600.4835963
871	600.089864
872	599.3792122
873	599.1569015
874	598.7293238
875	598.3046719
876	598.1892043
877	597.6066604
878	596.4999411
879	596.0876964
880	594.9865712
881	594.2193043
882	593.3841101
883	592.5715546
884	591.1225584
885	590.716916
886	590.141732
887	589.135756
888	589.0909428
889	588.4135512
890	587.6858711
891	587.287751
892	586.1711845
893	585.7119484
894	584.8302747
895	584.3607923
896	583.2851962
897	582.0625022
898	581.2202486
899	580.6833473
900	579.2128274
901	579.0142851
902	578.5051075
903	577.7626751
904	577.5589463
905	576.8166287
906	576.0864013
907	575.2409203
908	574.472747
909	573.3769262
910	572.5607808
911	571.3041473
912	570.291485
913	569.7927359
914	569.5778905
915	568.9174917
916	568.2006351
917	567.841035
918	567.3653607
919	567.1861462
920	566.4803691
921	565.1462423
922	564.8537863
923	564.59971
924	563.2865964
925	562.8161246
926	562.4058879
927	561.4835049
928	560.8258718
929	560.0447463
930	558.8839964
931	558.1173715
932	557.3858065
933	557.2089917
934	556.1703821
935	555.281234
936	554.5621527
937	553.3371578
938	552.3728814
939	551.8482611
940	551.1457024
941	550.4549034
942	549.3152583
943	548.1825211
944	547.5057001
945	546.6714278
946	546.0523947
947	545.8836517
948	545.2184326
949	544.6085794
950	543.9083731
951	543.1822915
952	543.0150143
953	542.3172046
954	541.8018733
955	541.1866395
956	540.5157856
957	539.468801
958	538.8879456
959	538.3063753
960	537.6240474
961	537.4468456
962	536.3685381
963	535.3078137
964	534.3257317
965	533.8656847
966	533.5974702
967	532.1514429
968	531.2896686
969	530.7678519
970	529.7412123
971	528.6466919
972	528.4783553
973	527.3274316
974	526.818718
975	526.5401785
976	526.4804963
977	525.5161577
978	524.6028552
979	523.9752747
980	523.3920442
981	523.3425169
982	523.0813799
983	522.5094532
984	521.8755901
985	520.5348977
986	519.7244692
987	519.0486445
988	518.3337716
989	517.7356972
990	516.6918932
991	516.1065908
992	515.5732166
993	515.409109
994	514.946253
995	514.6645796
996	513.7635389
997	513.4718275
998	513.0034266
999	512.4964798
